,train,val
0,"{'class_1': 0.6246323585510254, 'class_2': 0.7643382549285889, 'class_3': 0.9334558844566345, 'class_4': 0.6830882430076599, 'class_5': 0.9308823943138123}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9391240477561951, 'class_4': 0.6577579975128174, 'class_5': 0.8997781872749329}"
1,"{'class_1': 0.6312500238418579, 'class_2': 0.7783088684082031, 'class_3': 0.9330882430076599, 'class_4': 0.7926470637321472, 'class_5': 0.9536764621734619}","{'class_1': 0.6414252519607544, 'class_2': 0.7694879174232483, 'class_3': 0.9394952058792114, 'class_4': 0.7605795860290527, 'class_5': 0.26095035672187805}"
2,"{'class_1': 0.6849265098571777, 'class_2': 0.7952206134796143, 'class_3': 0.9375, 'class_4': 0.8959559202194214, 'class_5': 0.9621323943138123}","{'class_1': 0.6469932794570923, 'class_2': 0.7026726007461548, 'class_3': 0.9402376413345337, 'class_4': 0.5957685112953186, 'class_5': 0.31700074672698975}"
3,"{'class_1': 0.7426470518112183, 'class_2': 0.8375000357627869, 'class_3': 0.9452205896377563, 'class_4': 0.929411768913269, 'class_5': 0.966911792755127}","{'class_1': 0.6414253115653992, 'class_2': 0.7687457203865051, 'class_3': 0.9394952058792114, 'class_4': 0.47141826152801514, 'class_5': 0.1714922934770584}"
4,"{'class_1': 0.7783088684082031, 'class_2': 0.8613970875740051, 'class_3': 0.9470588564872742, 'class_4': 0.9426470994949341, 'class_5': 0.9683823585510254}","{'class_1': 0.6443948745727539, 'class_2': 0.5215291380882263, 'class_3': 0.9424648880958557, 'class_4': 0.7149222493171692, 'class_5': 0.8192281723022461}"
5,"{'class_1': 0.7948529720306396, 'class_2': 0.8724265098571777, 'class_3': 0.9503676891326904, 'class_4': 0.956250011920929, 'class_5': 0.971323549747467}","{'class_1': 0.6625834703445435, 'class_2': 0.6510767340660095, 'class_3': 0.9428359866142273, 'class_4': 0.75983726978302, 'class_5': 0.8700826168060303}"
6,"{'class_1': 0.8297794461250305, 'class_2': 0.888235330581665, 'class_3': 0.956250011920929, 'class_4': 0.9676470756530762, 'class_5': 0.9720588326454163}","{'class_1': 0.6651812791824341, 'class_2': 0.7743133306503296, 'class_3': 0.9417225122451782, 'class_4': 0.8251672387123108, 'class_5': 0.836674690246582}"
7,"{'class_1': 0.8386029601097107, 'class_2': 0.8915441632270813, 'class_3': 0.958823561668396, 'class_4': 0.9672794342041016, 'class_5': 0.9746323823928833}","{'class_1': 0.6488489508628845, 'class_2': 0.7442466020584106, 'class_3': 0.9424649477005005, 'class_4': 0.6102452874183655, 'class_5': 0.7798810005187988}"
8,"{'class_1': 0.8455882668495178, 'class_2': 0.9080882668495178, 'class_3': 0.956250011920929, 'class_4': 0.966911792755127, 'class_5': 0.9757353067398071}","{'class_1': 0.6507050395011902, 'class_2': 0.7253155708312988, 'class_3': 0.9413512945175171, 'class_4': 0.6484782099723816, 'class_5': 0.7602078914642334}"
9,"{'class_1': 0.8584558963775635, 'class_2': 0.9165441393852234, 'class_3': 0.9591912031173706, 'class_4': 0.9783088564872742, 'class_5': 0.9812500476837158}","{'class_1': 0.6492204666137695, 'class_2': 0.48515215516090393, 'class_3': 0.9394952058792114, 'class_4': 0.5463995337486267, 'class_5': 0.6039348840713501}"
10,"{'class_1': 0.8691176772117615, 'class_2': 0.9308823943138123, 'class_3': 0.9591912031173706, 'class_4': 0.9753676652908325, 'class_5': 0.977573573589325}","{'class_1': 0.6495917439460754, 'class_2': 0.7943583130836487, 'class_3': 0.9394952058792114, 'class_4': 0.6124722957611084, 'class_5': 0.29435786604881287}"
11,"{'class_1': 0.8845588564872742, 'class_2': 0.9371323585510254, 'class_3': 0.9643382430076599, 'class_4': 0.9750000238418579, 'class_5': 0.976838231086731}","{'class_1': 0.6529322862625122, 'class_2': 0.7123235464096069, 'class_3': 0.8782484531402588, 'class_4': 0.6347438097000122, 'class_5': 0.5397181510925293}"
12,"{'class_1': 0.9000000357627869, 'class_2': 0.9466912150382996, 'class_3': 0.9636029601097107, 'class_4': 0.9757353067398071, 'class_5': 0.9801470637321472}","{'class_1': 0.6547883749008179, 'class_2': 0.785078763961792, 'class_3': 0.9023759365081787, 'class_4': 0.6458800435066223, 'class_5': 0.40608784556388855}"
13,"{'class_1': 0.8742647171020508, 'class_2': 0.9305147528648376, 'class_3': 0.9613970518112183, 'class_4': 0.9577205777168274, 'class_5': 0.9841911792755127}","{'class_1': 0.6529322266578674, 'class_2': 0.6837413311004639, 'class_3': 0.7980702519416809, 'class_4': 0.5824055075645447, 'class_5': 0.8841875791549683}"
14,"{'class_1': 0.9191176891326904, 'class_2': 0.9595588445663452, 'class_3': 0.9705882668495178, 'class_4': 0.976838231086731, 'class_5': 0.9871323704719543}","{'class_1': 0.6236079931259155, 'class_2': 0.7828508615493774, 'class_3': 0.8611735701560974, 'class_4': 0.6818856000900269, 'class_5': 0.8043798804283142}"
15,"{'class_1': 0.9290441274642944, 'class_2': 0.9613970518112183, 'class_3': 0.9702206254005432, 'class_4': 0.9808823466300964, 'class_5': 0.9856618046760559}","{'class_1': 0.6670377254486084, 'class_2': 0.7865630984306335, 'class_3': 0.9261324405670166, 'class_4': 0.8047513365745544, 'class_5': 0.5096510052680969}"
16,"{'class_1': 0.9488970637321472, 'class_2': 0.9727941155433655, 'class_3': 0.9738970994949341, 'class_4': 0.9783088564872742, 'class_5': 0.9908088445663452}","{'class_1': 0.6395694017410278, 'class_2': 0.788419246673584, 'class_3': 0.7512994408607483, 'class_4': 0.6989607810974121, 'class_5': 0.730141282081604}"
17,"{'class_1': 0.9466912150382996, 'class_2': 0.9746323823928833, 'class_3': 0.9801470637321472, 'class_4': 0.981985330581665, 'class_5': 0.9941176772117615}","{'class_1': 0.6718636155128479, 'class_2': 0.8251672387123108, 'class_3': 0.9565702676773071, 'class_4': 0.8340763449668884, 'class_5': 0.5144768953323364}"
18,"{'class_1': 0.9625000357627869, 'class_2': 0.9772058725357056, 'class_3': 0.981985330581665, 'class_4': 0.9845588207244873, 'class_5': 0.9955882430076599}","{'class_1': 0.6570156812667847, 'class_2': 0.7026727795600891, 'class_3': 0.94246506690979, 'class_4': 0.7832221388816833, 'class_5': 0.8433560132980347}"
19,"{'class_1': 0.9650735259056091, 'class_2': 0.9808823466300964, 'class_3': 0.981985330581665, 'class_4': 0.9805147051811218, 'class_5': 0.9948529601097107}","{'class_1': 0.664068341255188, 'class_2': 0.8025240898132324, 'class_3': 0.9536008834838867, 'class_4': 0.8047512769699097, 'class_5': 0.5211583971977234}"
20,"{'class_1': 0.9650735259056091, 'class_2': 0.9849264621734619, 'class_3': 0.9856618046760559, 'class_4': 0.981985330581665, 'class_5': 0.9933823943138123}","{'class_1': 0.6748331785202026, 'class_2': 0.7869338989257812, 'class_3': 0.9484041929244995, 'class_4': 0.8062363862991333, 'class_5': 0.5129921436309814}"
21,"{'class_1': 0.9761029481887817, 'class_2': 0.9849264621734619, 'class_3': 0.9882352948188782, 'class_4': 0.9904412031173706, 'class_5': 0.998161792755127}","{'class_1': 0.6636971831321716, 'class_2': 0.5397179126739502, 'class_3': 0.9576839804649353, 'class_4': 0.7468447089195251, 'class_5': 0.6785451769828796}"
22,"{'class_1': 0.9860294461250305, 'class_2': 0.9904412031173706, 'class_3': 0.9856618046760559, 'class_4': 0.9922794103622437, 'class_5': 0.9974265098571777}","{'class_1': 0.6544172167778015, 'class_2': 0.8366743922233582, 'class_3': 0.9502599835395813, 'class_4': 0.7041576504707336, 'class_5': 0.5779510140419006}"
23,"{'class_1': 0.981985330581665, 'class_2': 0.9882352948188782, 'class_3': 0.9911764860153198, 'class_4': 0.9926470518112183, 'class_5': 0.9944853186607361}","{'class_1': 0.675575315952301, 'class_2': 0.792873203754425, 'class_3': 0.9469196200370789, 'class_4': 0.8303641080856323, 'class_5': 0.7431328296661377}"
24,"{'class_1': 0.9838235378265381, 'class_2': 0.9908088445663452, 'class_3': 0.9930147528648376, 'class_4': 0.9889706373214722, 'class_5': 0.9977941513061523}","{'class_1': 0.6436524391174316, 'class_2': 0.7850779891014099, 'class_3': 0.9506311416625977, 'class_4': 0.7783963680267334, 'class_5': 0.7145510315895081}"
25,"{'class_1': 0.987500011920929, 'class_2': 0.991911768913269, 'class_3': 0.9966911673545837, 'class_4': 0.9908088445663452, 'class_5': 0.998161792755127}","{'class_1': 0.664810836315155, 'class_2': 0.8363030552864075, 'class_3': 0.9576837420463562, 'class_4': 0.7917593121528625, 'class_5': 0.8329622745513916}"
26,"{'class_1': 0.9889706373214722, 'class_2': 0.9948529601097107, 'class_3': 0.9959558844566345, 'class_4': 0.9966911673545837, 'class_5': 0.9941176772117615}","{'class_1': 0.6507052779197693, 'class_2': 0.7980700135231018, 'class_3': 0.18151448667049408, 'class_4': 0.4454343020915985, 'class_5': 0.22680020332336426}"
27,"{'class_1': 0.9852941632270813, 'class_2': 0.9911764860153198, 'class_3': 0.9886029362678528, 'class_4': 0.9930147528648376, 'class_5': 0.998161792755127}","{'class_1': 0.6622123718261719, 'class_2': 0.6818857192993164, 'class_3': 0.9524873495101929, 'class_4': 0.7802523374557495, 'class_5': 0.46065324544906616}"
28,"{'class_1': 0.9867647290229797, 'class_2': 0.990073561668396, 'class_3': 0.9948529601097107, 'class_4': 0.9952206015586853, 'class_5': 0.9977941513061523}","{'class_1': 0.6636969447135925, 'class_2': 0.7839647531509399, 'class_3': 0.9472904801368713, 'class_4': 0.7906458377838135, 'class_5': 0.8032668828964233}"
29,"{'class_1': 0.9904412031173706, 'class_2': 0.9937500357627869, 'class_3': 0.9959558844566345, 'class_4': 0.9944853186607361, 'class_5': 0.9959558844566345}","{'class_1': 0.6570155024528503, 'class_2': 0.7757978439331055, 'class_3': 0.9458057284355164, 'class_4': 0.778025209903717, 'class_5': 0.37305131554603577}"
30,"{'class_1': 0.9908088445663452, 'class_2': 0.9959558844566345, 'class_3': 0.9930147528648376, 'class_4': 0.9985294342041016, 'class_5': 0.9985294342041016}","{'class_1': 0.6677801609039307, 'class_2': 0.805122435092926, 'class_3': 0.9521161317825317, 'class_4': 0.7598364949226379, 'class_5': 0.2821083664894104}"
31,"{'class_1': 0.9941176772117615, 'class_2': 0.9970588684082031, 'class_3': 0.9970588684082031, 'class_4': 0.9988970756530762, 'class_5': 0.9985294342041016}","{'class_1': 0.6625834703445435, 'class_2': 0.8077207207679749, 'class_3': 0.8511515855789185, 'class_4': 0.724944531917572, 'class_5': 0.5671865940093994}"
32,"{'class_1': 0.9952206015586853, 'class_2': 0.9966911673545837, 'class_3': 0.9941176772117615, 'class_4': 0.9985294342041016, 'class_5': 0.9985294342041016}","{'class_1': 0.6618410348892212, 'class_2': 0.8199704885482788, 'class_3': 0.9487754106521606, 'class_4': 0.7765408754348755, 'class_5': 0.34743884205818176}"
33,"{'class_1': 0.9930147528648376, 'class_2': 0.9941176772117615, 'class_3': 0.9974265098571777, 'class_4': 0.998161792755127, 'class_5': 0.9992647171020508}","{'class_1': 0.666666567325592, 'class_2': 0.6143282055854797, 'class_3': 0.9498888850212097, 'class_4': 0.771714985370636, 'class_5': 0.753526508808136}"
34,"{'class_1': 0.9889706373214722, 'class_2': 0.9963235259056091, 'class_3': 0.9974265098571777, 'class_4': 0.9970588684082031, 'class_5': 0.9970588684082031}","{'class_1': 0.674090564250946, 'class_2': 0.8095773458480835, 'class_3': 0.9498889446258545, 'class_4': 0.7516703605651855, 'class_5': 0.6499627828598022}"
35,"{'class_1': 0.9863970875740051, 'class_2': 0.991911768913269, 'class_3': 0.9974265098571777, 'class_4': 0.9930147528648376, 'class_5': 0.9974265098571777}","{'class_1': 0.6581291556358337, 'class_2': 0.8158873915672302, 'class_3': 0.9339274764060974, 'class_4': 0.7130661606788635, 'class_5': 0.48663705587387085}"
36,"{'class_1': 0.9860294461250305, 'class_2': 0.9944853186607361, 'class_3': 0.9977941513061523, 'class_4': 0.9966911673545837, 'class_5': 0.9966911673545837}","{'class_1': 0.6696358919143677, 'class_2': 0.5794357061386108, 'class_3': 0.9458057284355164, 'class_4': 0.788790225982666, 'class_5': 0.8793622255325317}"
37,"{'class_1': 0.9915441274642944, 'class_2': 0.9933823943138123, 'class_3': 0.9963235259056091, 'class_4': 0.9948529601097107, 'class_5': 0.998161792755127}","{'class_1': 0.6521898508071899, 'class_2': 0.8259094953536987, 'class_3': 0.9417225122451782, 'class_4': 0.6670376658439636, 'class_5': 0.21306604146957397}"
38,"{'class_1': 0.9889706373214722, 'class_2': 0.9911764860153198, 'class_3': 0.9944853186607361, 'class_4': 0.9970588684082031, 'class_5': 0.9988970756530762}","{'class_1': 0.6473643779754639, 'class_2': 0.6811432838439941, 'class_3': 0.9428360462188721, 'class_4': 0.5066816806793213, 'class_5': 0.17965854704380035}"
39,"{'class_1': 0.9882352948188782, 'class_2': 0.9926470518112183, 'class_3': 0.9941176772117615, 'class_4': 0.9911764860153198, 'class_5': 1.0}","{'class_1': 0.6607276201248169, 'class_2': 0.7646623849868774, 'class_3': 0.9439499974250793, 'class_4': 0.6666669249534607, 'class_5': 0.6610984802246094}"
40,"{'class_1': 0.977573573589325, 'class_2': 0.9937500357627869, 'class_3': 0.9974265098571777, 'class_4': 0.9926470518112183, 'class_5': 0.9977941513061523}","{'class_1': 0.6477358341217041, 'class_2': 0.7769118547439575, 'class_3': 0.8756498098373413, 'class_4': 0.6733480095863342, 'class_5': 0.7171494960784912}"
41,"{'class_1': 0.9915441274642944, 'class_2': 0.9955882430076599, 'class_3': 0.9966911673545837, 'class_4': 0.9974265098571777, 'class_5': 0.9988970756530762}","{'class_1': 0.6395692825317383, 'class_2': 0.7037860751152039, 'class_3': 0.7037861347198486, 'class_4': 0.6614699363708496, 'class_5': 0.7691164612770081}"
42,"{'class_1': 0.9937500357627869, 'class_2': 0.9963235259056091, 'class_3': 0.9988970756530762, 'class_4': 0.998161792755127, 'class_5': 0.9970588684082031}","{'class_1': 0.6518186926841736, 'class_2': 0.6265780925750732, 'class_3': 0.9454344511032104, 'class_4': 0.5861174464225769, 'class_5': 0.3021528124809265}"
43,"{'class_1': 0.9974265098571777, 'class_2': 0.9985294342041016, 'class_3': 0.9988970756530762, 'class_4': 0.9992647171020508, 'class_5': 0.9996323585510254}","{'class_1': 0.657386839389801, 'class_2': 0.7951001524925232, 'class_3': 0.9198224544525146, 'class_4': 0.6971045732498169, 'class_5': 0.34595397114753723}"
44,"{'class_1': 0.9985294342041016, 'class_2': 0.9988970756530762, 'class_3': 0.9996323585510254, 'class_4': 1.0, 'class_5': 1.0}","{'class_1': 0.6614698767662048, 'class_2': 0.7479584217071533, 'class_3': 0.9480328559875488, 'class_4': 0.738678514957428, 'class_5': 0.49257615208625793}"
45,"{'class_1': 0.9996323585510254, 'class_2': 0.9988970756530762, 'class_3': 1.0, 'class_4': 1.0, 'class_5': 0.9988970756530762}","{'class_1': 0.6607275009155273, 'class_2': 0.5987378358840942, 'class_3': 0.9469192028045654, 'class_4': 0.7613216638565063, 'class_5': 0.4101707637310028}"
46,"{'class_1': 0.9988970756530762, 'class_2': 0.998161792755127, 'class_3': 1.0, 'class_4': 1.0, 'class_5': 0.9988970756530762}","{'class_1': 0.6507052779197693, 'class_2': 0.7991836071014404, 'class_3': 0.9454343914985657, 'class_4': 0.6959905624389648, 'class_5': 0.18411287665367126}"
47,"{'class_1': 0.9985294342041016, 'class_2': 0.9996323585510254, 'class_3': 0.9996323585510254, 'class_4': 0.9992647171020508, 'class_5': 0.9996323585510254}","{'class_1': 0.6536747813224792, 'class_2': 0.7353378534317017, 'class_3': 0.9458056092262268, 'class_4': 0.7267999053001404, 'class_5': 0.31700068712234497}"
48,"{'class_1': 1.0, 'class_2': 1.0, 'class_3': 0.9988970756530762, 'class_4': 0.9996323585510254, 'class_5': 1.0}","{'class_1': 0.6596139669418335, 'class_2': 0.8021533489227295, 'class_3': 0.8466968536376953, 'class_4': 0.7357089519500732, 'class_5': 0.3930959701538086}"
49,"{'class_1': 0.9996323585510254, 'class_2': 1.0, 'class_3': 1.0, 'class_4': 0.9996323585510254, 'class_5': 1.0}","{'class_1': 0.662583589553833, 'class_2': 0.7776541113853455, 'class_3': 0.9458056092262268, 'class_4': 0.7319967746734619, 'class_5': 0.29435765743255615}"
50,"{'class_1': 0.9992647171020508, 'class_2': 0.9996323585510254, 'class_3': 0.9992647171020508, 'class_4': 0.9996323585510254, 'class_5': 1.0}","{'class_1': 0.656644344329834, 'class_2': 0.6599850654602051, 'class_3': 0.9446921348571777, 'class_4': 0.7427613735198975, 'class_5': 0.2743132710456848}"
51,"{'class_1': 0.9992647171020508, 'class_2': 1.0, 'class_3': 0.9996323585510254, 'class_4': 1.0, 'class_5': 1.0}","{'class_1': 0.6540459394454956, 'class_2': 0.752041757106781, 'class_3': 0.9454344511032104, 'class_4': 0.6889381408691406, 'class_5': 0.25612473487854004}"
52,"{'class_1': 0.643750011920929, 'class_2': 0.7849264740943909, 'class_3': 0.9345588684082031, 'class_4': 0.7621323466300964, 'class_5': 0.9547794461250305}","{'class_1': 0.641054093837738, 'class_2': 0.3849295675754547, 'class_3': 0.9406088590621948, 'class_4': 0.6581292152404785, 'class_5': 0.6551598906517029}"
53,"{'class_1': 0.6503676772117615, 'class_2': 0.8125, 'class_3': 0.9386029839515686, 'class_4': 0.8235294222831726, 'class_5': 0.9658088684082031}","{'class_1': 0.6436523199081421, 'class_2': 0.7327395677566528, 'class_3': 0.9417224526405334, 'class_4': 0.6744619607925415, 'class_5': 0.4242761433124542}"
54,"{'class_1': 0.6897059082984924, 'class_2': 0.8308823704719543, 'class_3': 0.9437500238418579, 'class_4': 0.8713235259056091, 'class_5': 0.9680147171020508}","{'class_1': 0.633259117603302, 'class_2': 0.767632007598877, 'class_3': 0.940980076789856, 'class_4': 0.7279146313667297, 'class_5': 0.4205643832683563}"
55,"{'class_1': 0.7448529601097107, 'class_2': 0.8588235378265381, 'class_3': 0.9503676891326904, 'class_4': 0.9165441393852234, 'class_5': 0.9735294580459595}","{'class_1': 0.6154416799545288, 'class_2': 0.7709727883338928, 'class_3': 0.9413512945175171, 'class_4': 0.7409062385559082, 'class_5': 0.41573891043663025}"
56,"{'class_1': 0.7941176891326904, 'class_2': 0.8801470994949341, 'class_3': 0.9529411792755127, 'class_4': 0.9371323585510254, 'class_5': 0.9746323823928833}","{'class_1': 0.6284335255622864, 'class_2': 0.7743134498596191, 'class_3': 0.9424648880958557, 'class_4': 0.7650339603424072, 'class_5': 0.4368969798088074}"
57,"{'class_1': 0.8242647051811218, 'class_2': 0.8941176533699036, 'class_3': 0.9584559202194214, 'class_4': 0.9566176533699036, 'class_5': 0.9746323823928833}","{'class_1': 0.6443949937820435, 'class_2': 0.7798812985420227, 'class_3': 0.9443209171295166, 'class_4': 0.7487012147903442, 'class_5': 0.3262806534767151}"
58,"{'class_1': 0.851838231086731, 'class_2': 0.9102941155433655, 'class_3': 0.9599264860153198, 'class_4': 0.9705882668495178, 'class_5': 0.976838231086731}","{'class_1': 0.6551598310470581, 'class_2': 0.7821087837219238, 'class_3': 0.9424648880958557, 'class_4': 0.7843360304832458, 'class_5': 0.40348905324935913}"
59,"{'class_1': 0.8654412031173706, 'class_2': 0.925000011920929, 'class_3': 0.9632353186607361, 'class_4': 0.9676470756530762, 'class_5': 0.979411780834198}","{'class_1': 0.6555308103561401, 'class_2': 0.7743133306503296, 'class_3': 0.9476616382598877, 'class_4': 0.7887902855873108, 'class_5': 0.40645870566368103}"
60,"{'class_1': 0.8852941393852234, 'class_2': 0.9393382668495178, 'class_3': 0.9647058844566345, 'class_4': 0.9727941155433655, 'class_5': 0.979411780834198}","{'class_1': 0.5798071026802063, 'class_2': 0.778396725654602, 'class_3': 0.9428360462188721, 'class_4': 0.761692464351654, 'class_5': 0.7175205945968628}"
61,"{'class_1': 0.9000000357627869, 'class_2': 0.9544118046760559, 'class_3': 0.9647058844566345, 'class_4': 0.976838231086731, 'class_5': 0.9834558963775635}","{'class_1': 0.578322172164917, 'class_2': 0.7605793476104736, 'class_3': 0.9443209171295166, 'class_4': 0.7531554102897644, 'class_5': 0.7409058809280396}"
62,"{'class_1': 0.927573561668396, 'class_2': 0.9702206254005432, 'class_3': 0.9661765098571777, 'class_4': 0.9783088564872742, 'class_5': 0.9863970875740051}","{'class_1': 0.6692646741867065, 'class_2': 0.6421675682067871, 'class_3': 0.9424648880958557, 'class_4': 0.8366744518280029, 'class_5': 0.8789907097816467}"
63,"{'class_1': 0.9382352828979492, 'class_2': 0.9761029481887817, 'class_3': 0.9654411673545837, 'class_4': 0.9779412150382996, 'class_5': 0.9886029362678528}","{'class_1': 0.6540459394454956, 'class_2': 0.7271715998649597, 'class_3': 0.940980076789856, 'class_4': 0.8218265771865845, 'class_5': 0.8025243878364563}"
64,"{'class_1': 0.9599264860153198, 'class_2': 0.9827206134796143, 'class_3': 0.971323549747467, 'class_4': 0.9845588207244873, 'class_5': 0.9897059202194214}","{'class_1': 0.6291755437850952, 'class_2': 0.7602083683013916, 'class_3': 0.9417225122451782, 'class_4': 0.7865628600120544, 'class_5': 0.6674091219902039}"
65,"{'class_1': 0.966911792755127, 'class_2': 0.9827206134796143, 'class_3': 0.9779412150382996, 'class_4': 0.9860294461250305, 'class_5': 0.9908088445663452}","{'class_1': 0.5809206962585449, 'class_2': 0.7795102596282959, 'class_3': 0.9413512945175171, 'class_4': 0.7962140440940857, 'class_5': 0.7524126768112183}"
66,"{'class_1': 0.9738970994949341, 'class_2': 0.9863970875740051, 'class_3': 0.9841911792755127, 'class_4': 0.9911764860153198, 'class_5': 0.9930147528648376}","{'class_1': 0.655530571937561, 'class_2': 0.7728289365768433, 'class_3': 0.9432072639465332, 'class_4': 0.840015172958374, 'class_5': 0.6829994320869446}"
67,"{'class_1': 0.9816176891326904, 'class_2': 0.9926470518112183, 'class_3': 0.9871323704719543, 'class_4': 0.9871323704719543, 'class_5': 0.9941176772117615}","{'class_1': 0.617297887802124, 'class_2': 0.7806236147880554, 'class_3': 0.9420936107635498, 'class_4': 0.8144026398658752, 'class_5': 0.7357088327407837}"
68,"{'class_1': 0.9867647290229797, 'class_2': 0.9926470518112183, 'class_3': 0.990073561668396, 'class_4': 0.9952206015586853, 'class_5': 0.9959558844566345}","{'class_1': 0.6566440463066101, 'class_2': 0.7869344353675842, 'class_3': 0.9420936107635498, 'class_4': 0.8080921173095703, 'class_5': 0.4884929358959198}"
69,"{'class_1': 0.9911764860153198, 'class_2': 0.9959558844566345, 'class_3': 0.9908088445663452, 'class_4': 0.9959558844566345, 'class_5': 0.998161792755127}","{'class_1': 0.6625833511352539, 'class_2': 0.7735713124275208, 'class_3': 0.9435785412788391, 'class_4': 0.8103196024894714, 'class_5': 0.47884172201156616}"
70,"{'class_1': 0.9955882430076599, 'class_2': 0.9944853186607361, 'class_3': 0.990073561668396, 'class_4': 0.9970588684082031, 'class_5': 0.9970588684082031}","{'class_1': 0.6707496643066406, 'class_2': 0.7717153429985046, 'class_3': 0.9446921944618225, 'class_4': 0.8355608582496643, 'class_5': 0.5100220441818237}"
71,"{'class_1': 0.9937500357627869, 'class_2': 0.9977941513061523, 'class_3': 0.9911764860153198, 'class_4': 0.9959558844566345, 'class_5': 0.9992647171020508}","{'class_1': 0.6180399656295776, 'class_2': 0.7821088433265686, 'class_3': 0.9424648284912109, 'class_4': 0.8103198409080505, 'class_5': 0.6926504373550415}"
72,"{'class_1': 0.9952206015586853, 'class_2': 0.9970588684082031, 'class_3': 0.991911768913269, 'class_4': 0.998161792755127, 'class_5': 0.9996323585510254}","{'class_1': 0.6696361303329468, 'class_2': 0.7268001437187195, 'class_3': 0.9420937299728394, 'class_4': 0.841499924659729, 'class_5': 0.5831478238105774}"
73,"{'class_1': 0.9959558844566345, 'class_2': 0.9985294342041016, 'class_3': 0.991911768913269, 'class_4': 0.9974265098571777, 'class_5': 0.9977941513061523}","{'class_1': 0.6265773773193359, 'class_2': 0.7765409350395203, 'class_3': 0.9424648880958557, 'class_4': 0.8136603832244873, 'class_5': 0.7546395659446716}"
74,"{'class_1': 0.9963235259056091, 'class_2': 0.9966911673545837, 'class_3': 0.9922794103622437, 'class_4': 0.998161792755127, 'class_5': 0.9996323585510254}","{'class_1': 0.6425389647483826, 'class_2': 0.7869343161582947, 'class_3': 0.9417225122451782, 'class_4': 0.8355609774589539, 'class_5': 0.6232368350028992}"
75,"{'class_1': 0.998161792755127, 'class_2': 0.9977941513061523, 'class_3': 0.9926470518112183, 'class_4': 0.9988970756530762, 'class_5': 0.9985294342041016}","{'class_1': 0.6477354764938354, 'class_2': 0.788790225982666, 'class_3': 0.940980076789856, 'class_4': 0.8225691914558411, 'class_5': 0.5326651930809021}"
76,"{'class_1': 0.9974265098571777, 'class_2': 0.998161792755127, 'class_3': 0.9933823943138123, 'class_4': 0.9992647171020508, 'class_5': 0.9992647171020508}","{'class_1': 0.6662954092025757, 'class_2': 0.7980702519416809, 'class_3': 0.944692075252533, 'class_4': 0.8173722624778748, 'class_5': 0.3199702203273773}"
77,"{'class_1': 0.9988970756530762, 'class_2': 0.9985294342041016, 'class_3': 0.9988970756530762, 'class_4': 0.9992647171020508, 'class_5': 0.9988970756530762}","{'class_1': 0.6469929814338684, 'class_2': 0.7895326018333435, 'class_3': 0.9424648284912109, 'class_4': 0.8058652281761169, 'class_5': 0.5638455748558044}"
78,"{'class_1': 0.9985294342041016, 'class_2': 0.9988970756530762, 'class_3': 0.9996323585510254, 'class_4': 0.9996323585510254, 'class_5': 0.9992647171020508}","{'class_1': 0.6555306911468506, 'class_2': 0.7999259233474731, 'class_3': 0.9443208575248718, 'class_4': 0.8255385756492615, 'class_5': 0.4261321425437927}"
79,"{'class_1': 0.9992647171020508, 'class_2': 0.9988970756530762, 'class_3': 0.9996323585510254, 'class_4': 0.9992647171020508, 'class_5': 1.0}","{'class_1': 0.654788076877594, 'class_2': 0.7865632772445679, 'class_3': 0.9428361058235168, 'class_4': 0.7980700135231018, 'class_5': 0.34595391154289246}"
80,"{'class_1': 1.0, 'class_2': 0.9996323585510254, 'class_3': 1.0, 'class_4': 0.9992647171020508, 'class_5': 1.0}","{'class_1': 0.6559016704559326, 'class_2': 0.792130708694458, 'class_3': 0.9432072639465332, 'class_4': 0.8092060685157776, 'class_5': 0.4294727146625519}"
81,"{'class_1': 0.9996323585510254, 'class_2': 0.9996323585510254, 'class_3': 1.0, 'class_4': 1.0, 'class_5': 1.0}","{'class_1': 0.6507048010826111, 'class_2': 0.7932446599006653, 'class_3': 0.944692075252533, 'class_4': 0.8103196024894714, 'class_5': 0.542316198348999}"
82,"{'class_1': 1.0, 'class_2': 1.0, 'class_3': 1.0, 'class_4': 0.9992647171020508, 'class_5': 0.9996323585510254}","{'class_1': 0.6577576994895935, 'class_2': 0.7969565987586975, 'class_3': 0.9432072639465332, 'class_4': 0.8040092587471008, 'class_5': 0.39717897772789}"
83,"{'class_1': 0.9988970756530762, 'class_2': 0.9996323585510254, 'class_3': 1.0, 'class_4': 1.0, 'class_5': 1.0}","{'class_1': 0.6566441059112549, 'class_2': 0.7876766324043274, 'class_3': 0.9432072639465332, 'class_4': 0.8058652281761169, 'class_5': 0.4714178442955017}"
84,"{'class_1': 1.0, 'class_2': 1.0, 'class_3': 1.0, 'class_4': 0.9992647171020508, 'class_5': 0.9996323585510254}","{'class_1': 0.6581288576126099, 'class_2': 0.7869343757629395, 'class_3': 0.9432072639465332, 'class_4': 0.8051228523254395, 'class_5': 0.394951730966568}"
