,train,val
413,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7437500357627869, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9242771863937378}"
414,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7441176772117615, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9242771863937378}"
415,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7441176772117615, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9242771863937378}"
416,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7441176772117615, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9242771863937378}"
417,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9242771863937378}"
418,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9242771863937378}"
419,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9242771863937378}"
420,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9239059686660767}"
421,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9239059686660767}"
422,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9235348105430603}"
423,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9235348105430603}"
424,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7452206015586853, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9235348105430603}"
425,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7452206015586853, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.923163652420044}"
426,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.923163652420044}"
427,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.923163652420044}"
428,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
429,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
430,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
431,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
432,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7452206015586853, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
433,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7452206015586853, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
434,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
435,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
436,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
437,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
438,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
439,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7441176772117615, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
440,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
441,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7441176772117615, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
442,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
443,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
444,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
445,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
446,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
447,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
448,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
449,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
450,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
451,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
452,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
453,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
454,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9227924346923828}"
455,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9224212169647217}"
456,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9224212169647217}"
457,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7441176772117615, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9224212169647217}"
458,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7441176772117615, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9224212169647217}"
459,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
460,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7437500357627869, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
461,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
462,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
463,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
464,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
465,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7426470518112183, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
466,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
467,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
468,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
469,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7426470518112183, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
470,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7426470518112183, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
471,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
472,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
473,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
474,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
475,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
476,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
477,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
478,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
479,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
480,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.956250011920929}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
481,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
482,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7437500357627869, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
483,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
484,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7430146932601929, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
485,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
486,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
487,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9220500588417053}"
488,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7433823943138123, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9216787815093994}"
489,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7437500357627869, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9216787815093994}"
490,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7437500357627869, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9216787815093994}"
491,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7437500357627869, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9213076233863831}"
492,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7437500357627869, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9213076233863831}"
493,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7441176772117615, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9213076233863831}"
494,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7444853186607361, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9213076233863831}"
495,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7448529601097107, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9213076233863831}"
496,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7452206015586853, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9213076233863831}"
497,"{'class_1': 0.6448529362678528, 'class_2': 0.7698529362678528, 'class_3': 0.9352941513061523, 'class_4': 0.7452206015586853, 'class_5': 0.9566176533699036}","{'class_1': 0.6414252519607544, 'class_2': 0.7676318883895874, 'class_3': 0.9394952058792114, 'class_4': 0.656644344329834, 'class_5': 0.9213076233863831}"
